tonie_id,title,figure,description,runtime,age_recommendation,image
270,[EN] Owlette,PJ Masks,"I speak English! PJ Masks in englischer Sprache!Es ist Zeit, ein Held zu sein! Verfolge die aufregenden Abenteuer des Helden-Trios PJ Masks, während sie in die Nacht ziehen, um den Tag zu retten!Die jungen Freunde Amaya, Connor und Greg warten bis zum Einbruch der Dunkelheit, um ihre Pyjamas anzuziehen, ihre Tieramulette zu aktivieren und sich in ihre Superheldenpersönlichkeiten zu verwandeln, um Rätsel zu lösen und böse Schurken zu bekämpfen.Halte deine „Eulenaugen“ auf Owlette! Mit einem scharfen Verstand und einem erstaunlichen Sehvermögen ist Owlette immer schnell im Handeln. Wenn sie mit ihren Super-Eulenflügeln schlägt, schickt sie die bösen Jungs in die Luft!Fans im Vorschulalter werden diese Superheldengeschichten lieben und sich über die eingängigen Songs aus der TV-Serie freuen.",ca. 57 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000710-50002259-b--FVYrNzds.png"
271,[EN] Gekko,PJ Masks,"I speak English! Pj Masks in englischer Sprache!Es ist Zeit, ein Held zu sein! Verfolgen Sie die aufregenden Abenteuer des kriminellen Trios PJ Masks, während sie in die Nacht ziehen, um den Tag zu retten!Die jungen Freunde Greg, Amaya und Connor warten bis zum Einbruch der Dunkelheit, um ihre Pyjamas anzuziehen, ihre Tieramulette zu aktivieren und sich in ihre Superheldenpersönlichkeiten zu verwandeln, um Rätsel zu lösen und böse Schurken zu bekämpfen.Pass auf Bösewichte auf! Der mächtige Gekko ist der Meister der Tarnung! Er ist vielleicht der Jüngste im Team, aber mit seiner Superkraft und seinem klebrigen Eidechsengriff kann er Wände erklimmen, schwere Gegenstände heben und sogar über Wasser laufen.Fans im Vorschulalter werden diese Superheldengeschichten lieben und sich über die eingängigen Songs aus der TV-Serie freuen.",ca. 63 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000728-50002356-b--XHq2IG9d.png"
272,Die schönsten Geschichten von Schorsch,Peppa Pig,"Kurze Geschichten für große Schweinchen-Fans – Peppa und ihre Familie und Freunde kommen auf die Toniebox!Sie ist klein, pink und liebt Matschepfützen über alles: Peppa Wutz begeistert mit ihren kurzen Geschichten schon die kleinsten Hörspielfans. Und jetzt kommt ihr kleiner Bruder Schorsch. Erlebt mit ihm und Peppa tolle Abenteuer: es geht zu Opi Mümmels Leuchtturm, zu Edmund Elefants Geburtstagsparty oder ins aufregende Mini-Land– stell Schorsch einfach auf deine Toniebox und begleite ihn und seine Familie und Freunde auf 8 lustigen Abenteuern.1. Baby AlexanderPeppas Cousine und Cousin kommen zu Besuch. Doch mit Baby Alexander ist zu klein und kann noch nicht sprechen. Bis Peppa ihm sein erstes Wort beibringt.2. Champion Pappa WutzAls Papa seinen Titel als Champion im Matschpfützenspringen verliert, ist er sehr traurig. Bis ihm alle dabei helfen, den Titel zurückzuholen.3. Schakka-Lakka-BummMadame Gazelle bringt Instrumente mit in die Spielgruppe, damit die Kinder musizieren können. Die Instrumente machen „schakka“ und „lakka“ und „bumm“!4. Der Laster von Herrn FuchsHerr Fuchs bringt Freddie zu Peppa, damit die Kinder Fahrrad fahren können. Und alle Kinder versuchen zu erraten, was Herr Fuchs wohl alles in seinem großen Laster haben könnte!5. Sonne, Strand und SchneePeppa, ihre Freunde und ihre Familie freuen sich auf einen Ausflug zum Meer. Aber als sie dort ankommen, liegt am Strand Schnee!6. Opi Mümmels LeuchtturmOpa Wutz nimmt Peppa, Schorsch und Klausi Kläff mit auf einen Auszuflug zu Opi und seinem Leuchtturm.7. Edmund Elefant feiert GeburtstagPeppa und ihre Freunde helfen bei der Geburtstagsparty von Edmund Elefant, aber das ist schwieriger, als sie gedacht hatten...8. Das Mini-LandEs ist Zeit für einen Tagesausflug und Peppa, George, Mama Wutz, Papa Wutz und Luzie Locke besuchen das Mini-Land. Sie sehen winzige Dinosaurier, ihre liebsten winzigen Wahrzeichen und sogar ein kleines Fräulein Löffel!",ca. 44 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000997-50003255-b-2qlFT5GR.png"
273,Ein Freund wie kein Anderer,Ein Freund wie kein anderer,"Der Beginn einer außergewöhnlichen FreundschaftFröhlich hüpft Habbi durch den Wald und stopft Schätze in seine Backentaschen: ein Schneckenhaus, eine Vogelfeder, einen Libellenflügel. Plötzlich prallt er mit einem Wolf zusammen, dem größten Feind der Erdhörnchen. Doch statt sich auf ihn zu stürzen, blinzelt der Wolf ihn nur kraftlos an. Er scheint schwer verletzt zu sein und Habbi beginnt gegen alle Vernunft, ihn täglich mit Futter zu versorgen. Nach und nach freunden die beiden sich an, bis ihre Freundschaft auf eine harte Probe gestellt wird ...",ca. 104 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001327-50004076-b-znhUvRoi.png"
274,Der Grolltroll – Das Liederalbum,Der Grolltroll,"Nein! Nein! NEIN! Immer wieder kracht die blöde Hütte zusammen, obwohl sich der kleine Troll so viel Mühe beim Bauen gibt. Die Äpfel wollen nicht vom Baum fallen und die Papierboote versinken eins nach dem andern ... Das macht den kleinen Troll wütend. Richtig wütend. Er ist ein Troll, der grollt. Ein Grolltroll! 13 süße Lieder über Gefühle wie Wut und Groll und wie man Entschuldigung sagt...Tonie-Tipp: Dieser Tonie nimmt in seiner grolligen Laune kein Blatt vor den Mund. Da fällt dann auch einmal ein Wort, dass man nicht sagen soll (""Blödmann"").",ca. 42 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001367-50004262-b-rV7vhfw0.png"
275,Die goldene Sichel,Asterix,Ausgerechnet vor dem Jahrestreffen der gallischen Druiden im Karnutenwald zerbricht die goldene Sichel von Miraculix. Eine neue Sichel gibt‘s bei Talentix in Lutetia. Doch der Weg dorthin ist weit und gefährlich — selbst für Asterix und Obelix!,Ab 5 Jahre,Kunststoff,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001686-50005328-b-3yjj2SnY.png"
276,Rolfs Hasengeschichte,Rolf Zuckowski,"Bald ist Ostern. Alle Hasen freuen sich und stecken schon mitten in den Vorbereitungen. Nur das kleine Häschen will von alldem nichts wissen. Es liegt krank im Bett und wird einfach nicht gesund. Seine Mama weiß bald, warum es dem Häschen so schlecht geht: Es vermisst seinen Großvater, mit dem es früher so gern die Eier bemalt hat. Doch als das kleine Häschen in Großvaters Osterhasenbuch blättert, spürt es, dass er auf eine besondere Weise noch bei ihm ist. Und schließlich greift es doch zu Farbe und Pinsel ...",ca. 40 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001693-50005358-b-wZV9k8ig.png"
277,Conni auf dem Bauernhof / Conni und das neue Baby (Neuauflage 2023),Conni,"Conni auf dem Bauernhof: Für Conni geht ein Traum in Erfüllung: Ferien auf dem Bauernhof. Und dann passiert etwas, das alles andere in den Schatten stellt …Conni und das neue Baby: Mama bekommt ein Baby. Aber bis das Baby auf der Welt ist, ist vieles vorzubereiten. Zum Beispiel wird Connis Zimmer umgebaut …",ca. 43 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10002021-50006599-b-C2ex3EWj.png"
278,Buh machst du! & 3 weitere Geschichten,Disney,"Doc McStuffins ist ein kleines Mädchen mit einem magischen Stethoskop, das Kuscheltiere und Spielsachen lebendig werden lässt. Und sie hat eine besondere Fähigkeit: Sie kann Spielzeuge gesund machen. In ihrer Praxis zeigen Doc und ihre Kuscheltier-Freunde, dass Untersuchungen beim Arzt überhaupt nicht schlimm sind!Die Geschichten:Buh machst du! / Glo-Bo leuchtet nicht:Die Praxis von Doc McStuffins ist auch an Halloween geöffnet, denn der kleine Spielzeug-Geist Sebastian kommt nicht aus seinem Kürbis. Kann es sein, dass Sebastian sich fürchtet? Und wieso kann das lustige Monster Glo-Bo im Dunkeln nicht mehr leuchten?Sir Kirby, der Retter / Ein schwerer Fall von Pikseritis: Prinzessin Lammie braucht einen edlen Ritter, der sie befreit. Sir Kirby ist für diese Aufgabe genau der Richtige, aber wieso klebt er überall fest? Und was ist mit dem Plastikhund Boppy los? Er verliert ständig Luft ...",ca. 59 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001485-50004760-b-t5EplUH-.png"
279,Spiel- und Bewegungslieder 2 (Neuauflage 2023),Lieblings-Kinderlieder,"Die 2. Auflage der beliebtesten Kinderlieder zum Spielen und BewegenWenn dieser Tonie auf der Toniebox steht, bleibt kein Kind sitzen! Tolle Lieder wie “Ein großer, ein runder, ein roter Luftballon” oder “Kleine Schnecke” animieren nicht nur zum Mitsingen, sondern auch zum bewegen und tanzen. Der perfekte Tonie, um ein bisschen Schwung ins Kinderzimmer zu bringen!",ca. 49 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001331-50004090-b--2q_IPJSy.png"
280,Reiselieder (Neuauflage 2023),Lieblings-Kinderlieder,"Achtung, akute Fernweh-Gefahr! Schon beim Anblick dieses Tonies kann euch die Reiselust packen. Schnappt euren Rucksack, Koffer oder Wanderstock und träumt von blauen Bergen, lustigen Seefahrten, Cowboys und Chinesen. Mit diesen 21 Reiseliedern seid ihr gewappnet für den nächsten Ausflug: Egal ob es zum Spielplatz oder einmal um die Welt geht. Frisch und modern interpretiert von den Minimusikern.",ca. 60 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001898-50004934-b-1Q6Gcikl.png"
281,"Gute Nacht, Gorilla und weitere Einschlafhörspiele","Gute Nacht, Gorilla","EINSCHLAFEN MIT GORILLA, PELIKAN UND HOPPELHASEDer kleine Gorilla klaut dem Zoowärter bei seiner Abendrunde den Schlüssel und befreit nach und nach alle Tiere aus ihren Käfigen. Auch in der Hasenfamilie ist an Schlaf noch nicht zu denken, denn Papa, Mama und Hoppelhase vermissen alle noch etwas Wichtiges, bevor sie ins Bett gehen. Und Seebär, Pelikan und Krokodil können nicht ohne Kuss von ihrem Lieblingskind einschlafen! Am Ende sagen sich aber Mensch und Tier »Gute Nacht« und schicken damit auch kleine Hörer auf die Reise ins Traumland. Drei fröhliche Hörspiele machen mit kindgerechten Formulierungen, entspannender Musik und lustigen Geräuschen das Zubettgehen tierisch leicht!",ca. 38 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000818-50002654-b-MRO-LMMU.png"
282,Das Pummeleinhorn: Der Herr der Donuts & Alles versalzen,Pummel & Friends,"Das Pummeleinhorn nimmt euch mit auf eine spannende Reise in die Glitzerwelt: Ein Ort für Freundschaft, Kreativität, respektvolles Miteinander und natürlich für Süßigkeiten in allen Formen und Farben! Gemeinsam mit seinen Freunden erlebt Pummel verrückte Abenteuer, die Kindern und Erwachsenen gleichermaßen Spaß machen.Der Herr der DonutsDas Keksener Süßkramturnier steht an! Pummel hat die ganze Nacht an seinem Beitrag gebacken, aber irgendwas fehlt noch: eine Schokoglasur. Und zwar nicht irgendeine, sondern die leckerste überhaupt – mit Schoki aus dem furchteinflößenden Schokokan! Schaffen es die Freunde rechtzeitig quer durch die Glitzerwelt bevor der Bürgermeister den falschen Gewinner krönt? Oder noch schlimmer: bevor Pummel den unglasierten Donut vor lauter Hunger selber aufisst?!Alles versalzenBäh! Zum ersten Mal seit siebendreiviertel Jahren bringen die stolzen Zuckerwattebauern ihre Ernte in die Hauptstadt Keksen. Aber irgendwas läuft gewaltig schief und die frische Watte ist völlig ungenießbar! Überhaupt schmeckt jetzt… alles nach Salz! Ist die ganze Glitzerwelt versalzen?! Also ziehen Pummel und seine Freunde los, um den Ursprung der Katastrophe zu finden. Ihre Reise führt vom Süßmilchsee bis hin zur Karamelloase – wo eine längst vergessene Naturgewalt auf sie wartet…",ca. 64 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/BOX10002135_1_a-Ow768Biz.png"
283,Badetag und drei weitere schafsinnige Geschichten,Shaun das Schaf,"Christoph Marie Herbst liest Shaun: zum Blöken!Wer kennt ihn nicht, den witzigen kleinen Schafbock namens Shaun? Hier gibt es seine Abenteuer auf dem Bauernhof zum Hören! Das Hörspiel rund um Shaun und seine Schafherde beinhaltet neben dem Original-Song vier witzige, kurzweilige und spannende Geschichten, gelesen und interpretiert von Christoph Maria Herbst. Egal, ob Badetag, Zirkus um Timmy, Spuren im Beton oder Abrakadabra, Shaun muss man einfach mögen und immer wieder hören ... Lachsalven inklusive, schafe Unterhaltung für große und kleine Leute ... määäh!",ca. 70 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/BOX10000367_1_a-pBuRcwgp.png"
284,Dornröschen,Disney,"Die Königstochter Dornröschen wird von einer bösen Fee verwünscht:Sie sticht sich an einer Spindel und fällt mit allen Bewohnern des Schlosses in einen hundertjährigen Zauberschlaf. Als die Zeit verstrichen ist, dringt ein Prinz durch die hohe Dornenhecke, die um das Schloß gewachsen war, und weckt Dornröschen durch einen Kuß aus ihrem Schlaf...",ca. 58 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/BOX10001680_1_a-bW4XdhgQ.png"
285,"Vom Fuchs, der ein Reh sein wollte","Vom Fuchs, der ein Reh sein wollte","Wunderschöne Tiergeschichte von Kinderbuchautorin Kirsten Boie über Freundschaft, Zusammenhalt und Toleranz.Ein mächtiges Gewitter zieht über den Sommerwald hinweg und mit einem Mal steht der ganze Wald in Flammen. Zum Glück können sich alle Tiere noch rechtzeitig in Sicherheit bringen, auch Mama Reh und ihre drei Kinder. Da entdecken sie unter einem Heckenrosenstrauch ein kleines graues Puscheliges: Es ist ein kleiner Fuchs, der verzweifelt nach seiner Mama ruft. Blau-Auge - so wird er fortan genannt - darf vorerst bei Mama Reh und ihren Kindern bleiben und strengt sich mächtig an, ein echtes Reh zu werden. Als aber das kleine Waldmauskind verschwindet, denken plötzlich alle, dass Blau-Auge dahinter steckt: Ein Fuchs bleibt eben immer ein Fuchs! Doch dann kann Blau-Auge allen zeigen, dass sie sich getäuscht haben. Denn auch wenn wir alle ganz verschieden sind, können wir die allerbesten Freunde sein.",ca. 110 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/BOX10001487_1_a-28Dsw-XK.png"
286,Luft & Elektrizität,Woozle Goozle,"Die beliebte Kinderwissensserie endlich auch als HörspielWoozle Goozle ist Wissenschaftler aus Leidenschaft. In jeder Folge seines eigenen Wissensmagazins kommt er einem neuen spannenden Thema auf die Spur – und zwar durch seine irren Erfindungen, Experimente und jede Menge Explosionen.In den beiden Folgen auf diesem Tonie geht Woozle mit seinen Co-Moderatoren Simón Albers und Marc Dumitru auf eine spannende Entdeckungsreise und erkundet die unsichtbaren Phänomene Elektrizität und Luft. Wie entsteht Elektrizität und wie gelangt Luft durch die Atmung in unsere Muskeln? Diese und andere Fragen beantwortet Woozle Goozle auf gewohnt unterhaltsame Weise.",ca. 42 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/BOX10001683_1_a-OG_Hs_ig.png"
287,"Billie, der Regenbogentiger","Billie, der Regenbogentiger","Zum Pride-Month kommt das bunte Leben auf die Toniebox. Als die Kinder Shira und Bruno im Garten  spielen, steht plötzlich ein Tiger vor ihnen, aber ein ganz besonderer: Billie, die Regenbogentatze kommt aus einer fantastischen Welt zu uns. Das Besondere an Billie sind die bunten Tigerstreifen, die magische Kräfte haben! Die setzt Billie gerne ein, um anderen zu helfen. Wie zum Beispiel Brunos Lieblingsonkel Timo, der mit seinem Mann Rafael ein Kind adoptieren möchte. Dabei geht jedoch so einiges schief und Billie wirbelt den Alltag der Kinder ganz schön durcheinander.  So erfahren kleine Hörer ganz nebenbei, wie vielfältig Familienleben sein kann.",ca. 50 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/BOX10002008_1_a-2tovYx_u.png"
288,8 besondere Orte zum Entspannen,Fantasiereisen mit Faultier Mo,"Guck mal, das ist Faultier Mo. Mit ihm unternimmst du die schönsten Fantasiereisen, die du dir vorstellen kannst. Zusammen erkundet ihr acht wunderbare Orte zum Wegträumen und Entspannen. Komm mit in den geheimnisvollen Regenwald, schwimme mit den Delfinen oder schwebe im Heißluftballon über deine schöne Welt - du musst nur die Augen schließen, Mos sanfter Stimme lauschen und schon geht es los! Mos Fantasiereisen kannst du immer und immer wieder hören, um an deinen Lieblingsort zurückzukehren. Gute Reise!Die ca. 8-minütigen Fantasiereisen mit Faultier Mo bieten Kindern ab 4 Jahren kleine Auszeiten vom Alltag und helfen ihnen, sich auszuruhen, zu erholen und neue Kraft zu sammeln. Für Mos Traumreisen nutzt Kinderbuchautorin und Diplom-Psychologin Andrea Schütze kindgerechte Elemente aus der Progressiven Muskelrelaxation und dem Autogenen Training.",ca. 76 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000601-50001907-b-Y2oNvKtr.png"
289,Die Giraffenaffen Lieblingslieder,Giraffenaffen,"Der kleine Giraffenaffe verließ 2012 seine Heimat, eine Insel in der Süßsee. Als er zu uns kam, wollte er nur eins: Musik machen. Dass er mal zusammen mit den größten deutschen Stars im Studio stehen und die besten Kinderlieder in Beats und Genres von heute kleiden würde, damit hatte er nicht gerechnet. Und so wurde er über Nacht zum Superstar am Giraffen-affenhimmel!",ca. 66 Minuten,Ab 6 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000508-50001599-b-OshyuzM2.png"
290,"Klassik zum Einschlafen - Träum schön, kleiner Schlummerhase",Schlummerbande,"Psst, kleine Schlafmützen, es ist Zeit für die Schlummerbande! Unser Schlummerhase begleitet dich mit ruhiger klassischer Musik beliebter Komponisten ganz sanft ins Land der Träume. Zu den beruhigenden Klängen von Bach, Mozart oder Beethoven kannst du dich entspannt ins Bett kuscheln, loslassen und friedlich einschlummern.",ca. 90 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001397-50004792-b-ND0m_DbY.png"
291,Einschlafmelodien - Schlummerschaf im Zauberwald,Schlummerbande,"Psst liebe Kinder, hier kommt dein neuer Schlafbegleiter!Unser Schlummerschaf bringt dir speziell komponierte Einschlafmelodien, die in Verbindung mit wunderschönen und beruhigenden Naturgeräuschen dafür sorgen, dass du genau wie unsere Schlummerbande sanft und entspannt vor dich hin träumen kannst. Eine musikalische Reise durch den Zauberwald – garantiert gemütlich!",ca. 140 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000992-50003237-b-44RKtiIf.png"
292,Teil 1: Die große Suche,Die unendliche Geschichte,"Die wohl bekannteste Geschichte von Michael Ende gehört seit über 40 Jahren zu den wichtigsten deutschen Jugendgeschichten!""Antiquariat“ steht auf der Glastür des kleinen Ladens, in den Bastian Balthasar Bux eines Tages hineingerät. Und hier stößt der Junge auf ein Buch, das sein Leben verändern wird: „Die unendliche Geschichte“.Das wunderbare Land Phantásien beginnt sich aufzulösen. Als die Kindliche Kaiserin davon erfährt, wird sie schwer krank. Der junge Atréju erhält den Auftrag, das Heilmit- tel für sie zu finden und Phantásien zu retten. Und nicht nur der Glücksdrache Fuchur hilft ihm dabei. Auch Bastian soll eine wichtige Rolle in der Geschichte des Buches spielen!",ca. 55 Minuten,Ab 10 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000614-50001941-b-jm3fxX5U.png"
293,Sterntaler und 4 weitere Märchen,Lieblings-Märchen,"Wie könnten wir diesen Tonie nicht sofort in unser Herz schließen - erzählt er doch so wunderbare Geschichten. Von einem kleinen Mädchen mit großem Mut und noch größerem Herzen, von einem liebenswerten, musikalischen Quartett, von hilfsbereiten Schwestern und unerschütterlicher Geschwisterliebe - und von wirklichen Glückstagen.",ca. 50 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000137-50000691-b-Tje2BW-j.png"
294,Freundschaftsgeschichten,Kosmo und Klax,"Kosmo, das neugierige Eichhörnchen, und Klax, der kleine rote Ball, sind richtig dicke Freunde. So unzertrennlich, dass sie sogar zusammen auf der Toniebox stehen. Und gemeinsam mit ihren Freunden aus dem verwunschenen Park erleben sie ganz viele Abenteuer – kurzweilig und liebevoll eingesprochen von Alexandra Helmig.",ca. 77 Minuten,Ab 4 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10000175-50000591-b-rBOesc5M.png"
295,"Gutenachtgeschichten - Schlaf schön, kleiner Schlummerbär",Schlummerbande,"Seid ihr auch noch gaaaar nicht müde? Dann geht’s euch wie dem kleinen Schlummerbären aus dem Schlummerwald. Der soll eigentlich auf direktem Weg von Omibär und Opibär nach Hause laufen und ab ins Bett, macht dann aber noch heimlich und wirklich gaaaanz kurz einen Abstecher zu Familie Eichhörnchen, dann noch kurz zu Familie Dachs, zu Familie Luchs und Familie Kaninchen natürlich … Bei jeder Tierfamilie erlebt der kleine Schlummerbär ein gemütlich kuscheliges Einschlafritual und so langsam wird er doch ein ganz kleines bisschen müde… Psst, ein Hinweis für eure Eltern: Für unsere Gutenachtgeschichten greifen wir Tonies tief in die Trickkiste der Erzählkunst, mit tollen Sprecher*innen, Reimen, Wiederholungselementen und behaglich schöner Atmosphäre. Und während im Schlummerwald die Sonne untergeht, werden auch Erzähler und Musik ruhiger, so dass am Ende jedes Kind mindestens mitgähnen muss, wenn es nicht schon längst das Ende der Geschichte verschnarcht…",ca. 40 Minuten,Ab 3 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/10001329-50003237-b-f0UvGMZQ.png"
296,Das Turnier auf der Königsritterburg,Die Playmos,"Vanessa die Siebte ist außer sich: Der Sieger des Ritterturniers soll die Prinzessin zur Frau bekommen. Der finstere Marshall ist drauf und dran, das Turnier zu gewinnen. Dabei liebt Vanessa doch Vitus, den Küchenjungen! Die Playmos versprechen zu helfen und versuchen, aus Vitus einen echten Ritter zu machen ...",ca. 59 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/05-0002-99-0450-b-x7-9ykOd.png"
297,Licht aus dem Drachenland,Die Playmos,"Tobi gelingt es, seine Playmos wiederzufinden. Und die? Die verschlägt es ins Drachenland. Dort helfen sie der kleinen Sinja, ihren Bruder Pinkas aus den Fängen der Drachenreiter zu befreien. Schaurige Drachentore müssen passiert und Falltüren überwunden werden. Zudem steht den Playmos eine weitere Aufgabe bevor: Finden sie den magischen Saphir, um den Bann der Drachen zu brechen?",ca. 59 Minuten,Ab 5 Jahre,"https://res.cloudinary.com/tonies/image/fetch/f_auto,q_auto,c_fill,b_rgb:ffffff,w_900,h_800/https://278163f382d2bab4b036-4f5ec62496a160f3570d3b6e48fc4516.ssl.cf3.rackcdn.com/05-0004-99-0445-b-FhIvu_i7.png"
